source_doi,source_citation,type,n
10.5281/zenodo.6943929,NMRlipidsDatabank_ID649,computational,4
10.5281/zenodo.6943929,NMRlipidsDatabank_ID650,computational,4
10.5281/zenodo.6943929,NMRlipidsDatabank_ID651,computational,4
10.5281/zenodo.6943929,NMRlipidsDatabank_ID652,computational,4
10.5281/zenodo.6943929,NMRlipidsDatabank_ID654,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID684,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID657,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID662,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID663,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID666,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID667,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID673,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID680,computational,4
10.5281/zenodo.6992065,NMRlipidsDatabank_ID683,computational,4
10.5281/zenodo.7061800,NMRlipidsDatabank_ID702,computational,4
10.5281/zenodo.7061800,NMRlipidsDatabank_ID705,computational,4
10.5281/zenodo.7572990,NMRlipidsDatabank_ID889,computational,4
10.5281/zenodo.6333548,NMRlipidsDatabank_ID795,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID546,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID550,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID620,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID72,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID88,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID91,computational,4
10.5281/zenodo.5997385,NMRlipidsDatabank_ID202,computational,4
10.5281/zenodo.62026,NMRlipidsDatabank_ID118,computational,4
10.5281/zenodo.6334005,NMRlipidsDatabank_ID818,computational,4
10.5281/zenodo.7572990,NMRlipidsDatabank_ID884,computational,4
10.5281/zenodo.6335769,NMRlipidsDatabank_ID819,computational,4
10.5281/zenodo.6336691,NMRlipidsDatabank_ID164,computational,4
10.5281/zenodo.6337490,NMRlipidsDatabank_ID862,computational,4
10.5281/zenodo.6337813,NMRlipidsDatabank_ID857,computational,4
10.5281/zenodo.6339898,NMRlipidsDatabank_ID860,computational,4
10.5281/zenodo.6341420,NMRlipidsDatabank_ID859,computational,4
10.5281/zenodo.6341899,NMRlipidsDatabank_ID856,computational,4
10.5281/zenodo.6342104,NMRlipidsDatabank_ID877,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID543,computational,4
10.5281/zenodo.7572990,NMRlipidsDatabank_ID885,computational,4
10.5281/zenodo.6342522,NMRlipidsDatabank_ID872,computational,4
10.5281/zenodo.5592698,NMRlipidsDatabank_ID133,computational,4
10.5281/zenodo.7572990,NMRlipidsDatabank_ID888,computational,4
10.5281/zenodo.7572990,NMRlipidsDatabank_ID886,computational,4
10.5281/zenodo.545941,NMRlipidsDatabank_ID381,computational,4
10.5281/zenodo.545941,NMRlipidsDatabank_ID539,computational,4
10.5281/zenodo.546133,NMRlipidsDatabank_ID207,computational,4
10.5281/zenodo.546135,NMRlipidsDatabank_ID107,computational,4
10.5281/zenodo.546136,NMRlipidsDatabank_ID404,computational,4
10.5281/zenodo.5507316,NMRlipidsDatabank_ID257,computational,4
10.5281/zenodo.5734452,NMRlipidsDatabank_ID602,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID525,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID109,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID119,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID166,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID275,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID298,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID393,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID412,computational,4
10.5281/zenodo.5767451,NMRlipidsDatabank_ID426,computational,4
10.5281/zenodo.6342175,NMRlipidsDatabank_ID875,computational,4
10.5281/zenodo.6342652,NMRlipidsDatabank_ID873,computational,4
10.5281/zenodo.7061800,NMRlipidsDatabank_ID706,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID710,computational,4
10.5281/zenodo.6943413,NMRlipidsDatabank_ID254,computational,4
10.5281/zenodo.6943413,NMRlipidsDatabank_ID27,computational,4
10.5281/zenodo.6943413,NMRlipidsDatabank_ID309,computational,4
10.5281/zenodo.6943413,NMRlipidsDatabank_ID356,computational,4
10.5281/zenodo.6943413,NMRlipidsDatabank_ID394,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID713,computational,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID318,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID711,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID701,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID598,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID685,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID678,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID676,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID669,computational,4
10.5281/zenodo.6943413,NMRlipidsDatabank_ID42,computational,4
10.5281/zenodo.7103807,NMRlipidsDatabank_ID656,computational,4
10.5281/zenodo.7061800,NMRlipidsDatabank_ID716,computational,4
10.5281/zenodo.6943413,NMRlipidsDatabank_ID510,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID76,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID551,computational,4
10.5281/zenodo.6618953,NMRlipidsDatabank_ID864,computational,4
10.5281/zenodo.6823140,NMRlipidsDatabank_ID720,computational,4
10.5281/zenodo.6618982,NMRlipidsDatabank_ID865,computational,4
10.5281/zenodo.6619202,NMRlipidsDatabank_ID858,computational,4
10.5281/zenodo.6656031,NMRlipidsDatabank_ID422,computational,4
10.5281/zenodo.6778072,NMRlipidsDatabank_ID246,computational,4
10.5281/zenodo.6778161,NMRlipidsDatabank_ID183,computational,4
10.5281/zenodo.7572990,NMRlipidsDatabank_ID756,computational,4
10.5281/zenodo.6823087,NMRlipidsDatabank_ID719,computational,4
10.5281/zenodo.7572990,NMRlipidsDatabank_ID755,computational,4
10.5281/zenodo.7476579,NMRlipidsDatabank_ID728,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID547,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID104,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID316,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID325,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID396,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID47,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID504,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID520,computational,4
10.5281/zenodo.6943086,NMRlipidsDatabank_ID532,computational,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID33,computational,4
10.1016/S0006-3495(00)76295-3,Rawicz2000,experimental,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID296,computational,4
10.5281/zenodo.1293941,NMRlipidsDatabank_ID619,computational,4
10.5281/zenodo.1293891,NMRlipidsDatabank_ID173,computational,4
10.5281/zenodo.1293891,NMRlipidsDatabank_ID516,computational,4
10.5281/zenodo.1293905,NMRlipidsDatabank_ID264,computational,4
10.5281/zenodo.1293905,NMRlipidsDatabank_ID279,computational,4
10.5281/zenodo.1293928,NMRlipidsDatabank_ID65,computational,4
10.5281/zenodo.1293928,NMRlipidsDatabank_ID77,computational,4
10.5281/zenodo.1293932,NMRlipidsDatabank_ID328,computational,4
10.5281/zenodo.1293932,NMRlipidsDatabank_ID482,computational,4
10.5281/zenodo.1293941,NMRlipidsDatabank_ID44,computational,4
10.5281/zenodo.1293957,NMRlipidsDatabank_ID126,computational,4
10.5281/zenodo.13881447,NMRlipidsDatabank_ID821,computational,4
10.5281/zenodo.1293957,NMRlipidsDatabank_ID586,computational,4
10.5281/zenodo.1306800,NMRlipidsDatabank_ID558,computational,4
10.5281/zenodo.13287,NMRlipidsDatabank_ID463,computational,4
10.5281/zenodo.13497,NMRlipidsDatabank_ID446,computational,4
10.5281/zenodo.13498,NMRlipidsDatabank_ID124,computational,4
10.5281/zenodo.13498,NMRlipidsDatabank_ID519,computational,4
10.5281/zenodo.13498,NMRlipidsDatabank_ID582,computational,4
10.5281/zenodo.13498,NMRlipidsDatabank_ID606,computational,4
10.5281/zenodo.13498,NMRlipidsDatabank_ID63,computational,4
10.5281/zenodo.1293889,NMRlipidsDatabank_ID579,computational,4
10.5281/zenodo.1293889,NMRlipidsDatabank_ID236,computational,4
10.5281/zenodo.1293774,NMRlipidsDatabank_ID352,computational,4
10.5281/zenodo.1293774,NMRlipidsDatabank_ID233,computational,4
10.5281/zenodo.1129439,NMRlipidsDatabank_ID445,computational,4
10.5281/zenodo.1129439,NMRlipidsDatabank_ID548,computational,4
10.5281/zenodo.1129441,NMRlipidsDatabank_ID338,computational,4
10.5281/zenodo.1129441,NMRlipidsDatabank_ID529,computational,4
10.5281/zenodo.1129447,NMRlipidsDatabank_ID258,computational,4
10.5281/zenodo.1129447,NMRlipidsDatabank_ID513,computational,4
10.5281/zenodo.1129456,NMRlipidsDatabank_ID479,computational,4
10.5281/zenodo.1129456,NMRlipidsDatabank_ID575,computational,4
10.5281/zenodo.1129458,NMRlipidsDatabank_ID263,computational,4
10.5281/zenodo.1129458,NMRlipidsDatabank_ID367,computational,4
10.5281/zenodo.1182654,NMRlipidsDatabank_ID203,computational,4
10.5281/zenodo.1182654,NMRlipidsDatabank_ID73,computational,4
10.5281/zenodo.1230170,NMRlipidsDatabank_ID344,computational,4
10.5281/zenodo.12698832,NMRlipidsDatabank_ID820,computational,4
10.5281/zenodo.12767,NMRlipidsDatabank_ID154,computational,4
10.5281/zenodo.1283335,NMRlipidsDatabank_ID26,computational,4
10.5281/zenodo.1283335,NMRlipidsDatabank_ID292,computational,4
10.5281/zenodo.1293762,NMRlipidsDatabank_ID349,computational,4
10.5281/zenodo.1293762,NMRlipidsDatabank_ID86,computational,4
10.5281/zenodo.13853,NMRlipidsDatabank_ID477,computational,4
10.5281/zenodo.13881447,NMRlipidsDatabank_ID822,computational,4
10.5281/zenodo.16289,NMRlipidsDatabank_ID379,computational,4
10.5281/zenodo.15172176,NMRlipidsDatabank_ID830,computational,4
10.5281/zenodo.14976,NMRlipidsDatabank_ID167,computational,4
10.5281/zenodo.14976,NMRlipidsDatabank_ID293,computational,4
10.5281/zenodo.14976,NMRlipidsDatabank_ID507,computational,4
10.5281/zenodo.14976,NMRlipidsDatabank_ID508,computational,4
10.5281/zenodo.15002712,NMRlipidsDatabank_ID832,computational,4
10.5281/zenodo.15002801,NMRlipidsDatabank_ID833,computational,4
10.5281/zenodo.15021844,NMRlipidsDatabank_ID837,computational,4
10.5281/zenodo.15065566,NMRlipidsDatabank_ID834,computational,4
10.5281/zenodo.15065748,NMRlipidsDatabank_ID836,computational,4
10.5281/zenodo.15172176,NMRlipidsDatabank_ID831,computational,4
10.5281/zenodo.13881447,NMRlipidsDatabank_ID823,computational,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID242,computational,4
10.5281/zenodo.153944,NMRlipidsDatabank_ID563,computational,4
10.5281/zenodo.15549,NMRlipidsDatabank_ID319,computational,4
10.5281/zenodo.15550,NMRlipidsDatabank_ID390,computational,4
10.5281/zenodo.15662847,NMRlipidsDatabank_ID846,computational,4
10.5281/zenodo.159434,NMRlipidsDatabank_ID82,computational,4
10.5281/zenodo.16254,NMRlipidsDatabank_ID87,computational,4
10.5281/zenodo.16258,NMRlipidsDatabank_ID24,computational,4
10.5281/zenodo.16276,NMRlipidsDatabank_ID61,computational,4
10.5281/zenodo.1488094,NMRlipidsDatabank_ID443,computational,4
10.5281/zenodo.1488094,NMRlipidsDatabank_ID340,computational,4
10.5281/zenodo.14880880,NMRlipidsDatabank_ID838,computational,4
10.5281/zenodo.1487906,NMRlipidsDatabank_ID521,computational,4
10.5281/zenodo.13887,NMRlipidsDatabank_ID475,computational,4
10.5281/zenodo.13934,NMRlipidsDatabank_ID41,computational,4
10.5281/zenodo.13944,NMRlipidsDatabank_ID533,computational,4
10.5281/zenodo.13984201,NMRlipidsDatabank_ID772,computational,4
10.5281/zenodo.13984206,NMRlipidsDatabank_ID771,computational,4
10.5281/zenodo.1402411,NMRlipidsDatabank_ID330,computational,4
10.5281/zenodo.1402417,NMRlipidsDatabank_ID115,computational,4
10.5281/zenodo.14066,NMRlipidsDatabank_ID612,computational,4
10.5281/zenodo.14067,NMRlipidsDatabank_ID610,computational,4
10.5281/zenodo.14068,NMRlipidsDatabank_ID9,computational,4
10.5281/zenodo.1434990,NMRlipidsDatabank_ID881,computational,4
10.5281/zenodo.14591,NMRlipidsDatabank_ID545,computational,4
10.5281/zenodo.14592,NMRlipidsDatabank_ID267,computational,4
10.5281/zenodo.14594,NMRlipidsDatabank_ID365,computational,4
10.5281/zenodo.14595,NMRlipidsDatabank_ID593,computational,4
10.5281/zenodo.14713771,NMRlipidsDatabank_ID828,computational,4
10.5281/zenodo.14713793,NMRlipidsDatabank_ID829,computational,4
10.5281/zenodo.1487761,NMRlipidsDatabank_ID311,computational,4
10.5281/zenodo.1487761,NMRlipidsDatabank_ID483,computational,4
10.5281/zenodo.1129435,NMRlipidsDatabank_ID473,computational,4
10.5281/zenodo.1129435,NMRlipidsDatabank_ID425,computational,4
10.5281/zenodo.1129431,NMRlipidsDatabank_ID597,computational,4
10.5281/zenodo.1020709,NMRlipidsDatabank_ID584,computational,4
10.5281/zenodo.1011096,NMRlipidsDatabank_ID284,computational,4
10.5281/zenodo.10183802,NMRlipidsDatabank_ID815,computational,4
10.5281/zenodo.10183926,NMRlipidsDatabank_ID816,computational,4
10.5281/zenodo.10183982,NMRlipidsDatabank_ID805,computational,4
10.5281/zenodo.10184229,NMRlipidsDatabank_ID796,computational,4
10.5281/zenodo.10184815,NMRlipidsDatabank_ID871,computational,4
10.5281/zenodo.10200685,NMRlipidsDatabank_ID869,computational,4
10.5281/zenodo.10202795,NMRlipidsDatabank_ID879,computational,4
10.5281/zenodo.10203643,NMRlipidsDatabank_ID876,computational,4
10.5281/zenodo.10212566,NMRlipidsDatabank_ID861,computational,4
10.5281/zenodo.1129431,NMRlipidsDatabank_ID535,computational,4
10.5281/zenodo.10212636,NMRlipidsDatabank_ID863,computational,4
10.5281/zenodo.10242899,NMRlipidsDatabank_ID874,computational,4
10.5281/zenodo.10464946,NMRlipidsDatabank_ID845,computational,4
10.5281/zenodo.10464958,NMRlipidsDatabank_ID843,computational,4
10.5281/zenodo.10464960,NMRlipidsDatabank_ID841,computational,4
10.5281/zenodo.10467181,NMRlipidsDatabank_ID842,computational,4
10.5281/zenodo.10783846,NMRlipidsDatabank_ID797,computational,4
10.5281/zenodo.10908508,NMRlipidsDatabank_ID806,computational,4
10.5281/zenodo.10908936,NMRlipidsDatabank_ID798,computational,4
10.5281/zenodo.1010131,NMRlipidsDatabank_ID570,computational,4
10.5281/zenodo.1010083,NMRlipidsDatabank_ID599,computational,4
10.5281/zenodo.1010083,NMRlipidsDatabank_ID467,computational,4
10.5281/zenodo.1010083,NMRlipidsDatabank_ID21,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID193,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID23,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID36,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID391,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID4,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID486,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID489,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID590,computational,4
10.5281/zenodo.1009027,NMRlipidsDatabank_ID62,computational,4
10.5281/zenodo.1009094,NMRlipidsDatabank_ID192,computational,4
10.5281/zenodo.1009094,NMRlipidsDatabank_ID342,computational,4
10.5281/zenodo.1009607,NMRlipidsDatabank_ID144,computational,4
10.5281/zenodo.1009607,NMRlipidsDatabank_ID158,computational,4
10.5281/zenodo.1009607,NMRlipidsDatabank_ID171,computational,4
10.5281/zenodo.1009607,NMRlipidsDatabank_ID199,computational,4
10.5281/zenodo.1009607,NMRlipidsDatabank_ID248,computational,4
10.5281/zenodo.1009607,NMRlipidsDatabank_ID438,computational,4
10.5281/zenodo.1009607,NMRlipidsDatabank_ID613,computational,4
10.5281/zenodo.1010083,NMRlipidsDatabank_ID163,computational,4
10.5281/zenodo.10929839,NMRlipidsDatabank_ID803,computational,4
10.5281/zenodo.10930798,NMRlipidsDatabank_ID799,computational,4
10.5281/zenodo.10931212,NMRlipidsDatabank_ID804,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID366,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID43,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID478,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID52,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID523,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID527,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID571,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID595,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID79,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID93,computational,4
10.5281/zenodo.1129411,NMRlipidsDatabank_ID295,computational,4
10.5281/zenodo.1129411,NMRlipidsDatabank_ID476,computational,4
10.5281/zenodo.1129415,NMRlipidsDatabank_ID106,computational,4
10.5281/zenodo.1129415,NMRlipidsDatabank_ID5,computational,4
10.5281/zenodo.1129419,NMRlipidsDatabank_ID329,computational,4
10.5281/zenodo.1129419,NMRlipidsDatabank_ID436,computational,4
10.5281/zenodo.1129425,NMRlipidsDatabank_ID480,computational,4
10.5281/zenodo.1129425,NMRlipidsDatabank_ID502,computational,4
10.5281/zenodo.1129429,NMRlipidsDatabank_ID232,computational,4
10.5281/zenodo.1129429,NMRlipidsDatabank_ID574,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID374,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID360,computational,4
10.5281/zenodo.10948670,NMRlipidsDatabank_ID802,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID350,computational,4
10.5281/zenodo.10949612,NMRlipidsDatabank_ID817,computational,4
10.5281/zenodo.10949663,NMRlipidsDatabank_ID808,computational,4
10.5281/zenodo.10952391,NMRlipidsDatabank_ID807,computational,4
10.5281/zenodo.10952764,NMRlipidsDatabank_ID809,computational,4
10.5281/zenodo.10958132,NMRlipidsDatabank_ID800,computational,4
10.5281/zenodo.10958387,NMRlipidsDatabank_ID814,computational,4
10.5281/zenodo.11044615,NMRlipidsDatabank_ID813,computational,4
10.5281/zenodo.11044799,NMRlipidsDatabank_ID812,computational,4
10.5281/zenodo.11045073,NMRlipidsDatabank_ID810,computational,4
10.5281/zenodo.11045998,NMRlipidsDatabank_ID811,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID103,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID110,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID127,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID191,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID196,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID198,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID204,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID273,computational,4
10.5281/zenodo.1118980,NMRlipidsDatabank_ID347,computational,4
10.5281/zenodo.16287,NMRlipidsDatabank_ID277,computational,4
10.5281/zenodo.15328669,NMRlipidsDatabank_ID835,computational,4
10.5281/zenodo.259376,NMRlipidsDatabank_ID172,computational,4
10.5281/zenodo.2653735,NMRlipidsDatabank_ID481,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID315,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID34,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID398,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID493,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID517,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID549,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID564,computational,4
10.5281/zenodo.2653735,NMRlipidsDatabank_ID2,computational,4
10.5281/zenodo.2653735,NMRlipidsDatabank_ID419,computational,4
10.5281/zenodo.2653735,NMRlipidsDatabank_ID60,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID256,computational,4
10.5281/zenodo.2653735,NMRlipidsDatabank_ID609,computational,4
10.5281/zenodo.30865,NMRlipidsDatabank_ID469,computational,4
10.5281/zenodo.30891,NMRlipidsDatabank_ID397,computational,4
10.5281/zenodo.30892,NMRlipidsDatabank_ID444,computational,4
10.5281/zenodo.30894,NMRlipidsDatabank_ID355,computational,4
10.5281/zenodo.30898,NMRlipidsDatabank_ID30,computational,4
10.5281/zenodo.32144,NMRlipidsDatabank_ID187,computational,4
10.5281/zenodo.32173,NMRlipidsDatabank_ID10,computational,4
10.5281/zenodo.3228177,NMRlipidsDatabank_ID466,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID303,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID245,computational,4
10.5281/zenodo.3235552,NMRlipidsDatabank_ID194,computational,4
10.5281/zenodo.259392,NMRlipidsDatabank_ID407,computational,4
10.5281/zenodo.259354,NMRlipidsDatabank_ID604,computational,4
10.5281/zenodo.259365,NMRlipidsDatabank_ID159,computational,4
10.5281/zenodo.259365,NMRlipidsDatabank_ID176,computational,4
10.5281/zenodo.259365,NMRlipidsDatabank_ID201,computational,4
10.5281/zenodo.259365,NMRlipidsDatabank_ID214,computational,4
10.5281/zenodo.259376,NMRlipidsDatabank_ID210,computational,4
10.5281/zenodo.259376,NMRlipidsDatabank_ID252,computational,4
10.5281/zenodo.259376,NMRlipidsDatabank_ID83,computational,4
10.5281/zenodo.259392,NMRlipidsDatabank_ID189,computational,4
10.5281/zenodo.259392,NMRlipidsDatabank_ID439,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID18,computational,4
10.5281/zenodo.259392,NMRlipidsDatabank_ID456,computational,4
10.5281/zenodo.259443,NMRlipidsDatabank_ID247,computational,4
10.5281/zenodo.259443,NMRlipidsDatabank_ID346,computational,4
10.5281/zenodo.259443,NMRlipidsDatabank_ID384,computational,4
10.5281/zenodo.259443,NMRlipidsDatabank_ID46,computational,4
10.5281/zenodo.2605546,NMRlipidsDatabank_ID147,computational,4
10.5281/zenodo.2628335,NMRlipidsDatabank_ID66,computational,4
10.5281/zenodo.2641987,NMRlipidsDatabank_ID430,computational,4
10.5281/zenodo.2653721,NMRlipidsDatabank_ID135,computational,4
10.5281/zenodo.3231342,NMRlipidsDatabank_ID414,computational,4
10.5281/zenodo.3237420,NMRlipidsDatabank_ID291,computational,4
10.5281/zenodo.259354,NMRlipidsDatabank_ID526,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID622,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID16,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID174,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID22,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID405,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID427,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID431,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID499,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID57,computational,4
10.5281/zenodo.3335503,NMRlipidsDatabank_ID573,computational,4
10.5281/zenodo.3364460,NMRlipidsDatabank_ID441,computational,4
10.5281/zenodo.32570,NMRlipidsDatabank_ID181,computational,4
10.5281/zenodo.3378992,NMRlipidsDatabank_ID530,computational,4
10.5281/zenodo.3431948,NMRlipidsDatabank_ID320,computational,4
10.5281/zenodo.3434100,NMRlipidsDatabank_ID162,computational,4
10.5281/zenodo.3434100,NMRlipidsDatabank_ID37,computational,4
10.5281/zenodo.3434100,NMRlipidsDatabank_ID415,computational,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID155,computational,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID225,computational,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID231,computational,4
10.5281/zenodo.3434396,NMRlipidsDatabank_ID235,computational,4
10.5281/zenodo.3269320,NMRlipidsDatabank_ID49,computational,4
10.5281/zenodo.3252052,NMRlipidsDatabank_ID96,computational,4
10.5281/zenodo.3237420,NMRlipidsDatabank_ID345,computational,4
10.5281/zenodo.3243328,NMRlipidsDatabank_ID515,computational,4
10.5281/zenodo.3237420,NMRlipidsDatabank_ID552,computational,4
10.5281/zenodo.3237420,NMRlipidsDatabank_ID623,computational,4
10.5281/zenodo.3237461,NMRlipidsDatabank_ID67,computational,4
10.5281/zenodo.3237463,NMRlipidsDatabank_ID568,computational,4
10.5281/zenodo.3237657,NMRlipidsDatabank_ID386,computational,4
10.5281/zenodo.3237754,NMRlipidsDatabank_ID400,computational,4
10.5281/zenodo.3238157,NMRlipidsDatabank_ID488,computational,4
10.5281/zenodo.3238157,NMRlipidsDatabank_ID615,computational,4
10.5281/zenodo.3243328,NMRlipidsDatabank_ID113,computational,4
10.5281/zenodo.3243328,NMRlipidsDatabank_ID583,computational,4
10.5281/zenodo.3252052,NMRlipidsDatabank_ID452,computational,4
10.5281/zenodo.3243329,NMRlipidsDatabank_ID249,computational,4
10.5281/zenodo.3243329,NMRlipidsDatabank_ID373,computational,4
10.5281/zenodo.3247435,NMRlipidsDatabank_ID261,computational,4
10.5281/zenodo.3247813,NMRlipidsDatabank_ID416,computational,4
10.5281/zenodo.32497,NMRlipidsDatabank_ID31,computational,4
10.5281/zenodo.32498,NMRlipidsDatabank_ID372,computational,4
10.5281/zenodo.3252052,NMRlipidsDatabank_ID141,computational,4
10.5281/zenodo.3252052,NMRlipidsDatabank_ID148,computational,4
10.5281/zenodo.3252052,NMRlipidsDatabank_ID327,computational,4
10.5281/zenodo.259354,NMRlipidsDatabank_ID557,computational,4
10.5281/zenodo.3243328,NMRlipidsDatabank_ID308,computational,4
10.5281/zenodo.259354,NMRlipidsDatabank_ID454,computational,4
10.5281/zenodo.16484,NMRlipidsDatabank_ID343,computational,4
10.5281/zenodo.166034,NMRlipidsDatabank_ID617,computational,4
10.5281/zenodo.17209,NMRlipidsDatabank_ID270,computational,4
10.5281/zenodo.17210,NMRlipidsDatabank_ID410,computational,4
10.5281/zenodo.17228,NMRlipidsDatabank_ID536,computational,4
10.5281/zenodo.17237,NMRlipidsDatabank_ID472,computational,4
10.5281/zenodo.17730115,NMRlipidsDatabank_ID848,computational,4
10.5281/zenodo.17730735,NMRlipidsDatabank_ID847,computational,4
10.5281/zenodo.17730864,NMRlipidsDatabank_ID849,computational,4
10.5281/zenodo.18384813,NMRlipidsDatabank_ID894,computational,4
10.5281/zenodo.18384813,NMRlipidsDatabank_ID901,computational,4
10.5281/zenodo.18469822,NMRlipidsDatabank_ID899,computational,4
10.5281/zenodo.18469822,NMRlipidsDatabank_ID900,computational,4
